Dst-Nr.;KZ;Dst-Bezeichnung-offiziell;Dst-Bezeichnung lang;Dst-Abk;GO-Nr;GO-Abk;Ort;Gde-Nr;Gde-Name;Kanton;Betriebspunkt;Haltestelle;Bedienpunkt;Reiner Betriebspunkt;Tarifhaltestelle;KOORDE;KOORDN;KOORDZ;BPUIC
79987;4;Le Prese, Scuole;;;801;PAG;Le Prese;3561;Poschiavo;GR;*;*;;;;803423.39;130290.05;967;8579987
80215;7;Sfazù, Salva Dafò;;;801;PAG;Sfazù;3561;Poschiavo;GR;*;*;;;;803498.55;140800.08;1780;8580215
74791;5;Le Prese, Cantone;;;801;PAG;Le Prese;3561;Poschiavo;GR;*;*;;;;803644.4;130595.04;970;8574791
3438;9;Lavin, Plazza Gronda;;;801;PAG;Lavin;3746;Zernez;GR;*;*;;;;804072.11;183170.02;1412;8503438
9264;3;Lavin;;LAVI;72;RhB;Lavin;3746;Zernez;GR;*;*;*;;;804081.34;183297.02;1432;8509264
86165;8;Lavin, Scuola;;;801;PAG;Lavin;3746;Zernez;GR;*;;;*;;804099.0;183205.0;1418;8586165
84714;5;Lavin, Bahnhof;;;801;PAG;Lavin;3746;Zernez;GR;*;*;;;;804107.12;183322.02;1434;8584714
80214;0;Salva Daint;;;801;PAG;Sfazù;3561;Poschiavo;GR;*;*;;;;804283.53;140792.1;1791;8580214
18621;3;Tresenda, Stazione FS;;;1064;FNM;;;;;*;*;;;;804371.13;115792.22;378;8518621
80852;7;Sfazù, Terzana;;;801;PAG;Sfazù;3561;Poschiavo;GR;*;*;;;;804563.53;140779.1;1825;8580852
83887;0;Livigno, Campaggi zona Forcola;;;801;PAG;;;;;*;*;;;;804643.83;151344.23;1915;8583887
9365;8;Miralago;;MIRA;72;RhB;Miralago;3561;Poschiavo;GR;*;*;;;;805080.52;128111.11;964.6000000000058;8509365
79989;0;Miralago, Stazione;;;801;PAG;Miralago;3561;Poschiavo;GR;*;*;;;;805099.34;128110.04;968;8579989
80504;4;Sfazù, Plansena;;;801;PAG;Sfazù;3561;Poschiavo;GR;*;*;;;;805498.58;141400.15;1750;8580504
80508;5;Rügiul;;;801;PAG;Sfazù;3561;Poschiavo;GR;*;*;;;;805945.6;141671.17;1965;8580508
80517;6;Lungacqua;;;801;PAG;Sfazù;3561;Poschiavo;GR;*;*;;;;806014.6;141921.18;1988;8580517
74813;7;Alp Camp;;;801;PAG;Sfazù;3561;Poschiavo;GR;*;*;;;;806069.6;142415.19;2061;8574813
74637;0;Laschadura;;;801;PAG;Zernez;3746;Zernez;GR;*;*;;;;806199.03;174763.02;1720;8574637
83095;0;Brusio, Garbella;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;806228.34;128021.02;1086;8583095
83092;7;Brusio, Selvaplana;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;806238.34;128287.01;1122;8583092
83886;2;Livigno,S.Rocco-Po. Municipale;;;801;PAG;;;;;*;*;;;;806337.84;156105.12;1857;8583886
18624;7;Belvedere (IT);;;1064;FNM;;;;;*;*;;;;806481.14;115062.2;1045;8518624
83444;0;Cavaione;;;801;PAG;Campascio;3551;Brusio;GR;*;*;;;;806580.29;125502.05;1313;8583444
86164;1;Guarda, Giarsun;;;801;PAG;Guarda;3762;Scuol;GR;*;;;*;;806622.0;183470.99;1404;8586164
83091;9;Brusio, Piazzo Paese;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;806637.32;127093.02;858;8583091
83090;1;Brusio, La Presa Sur;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;806655.33;127709.01;984;8583090
85883;7;38 PU Balzarolo Brusio;;;801;PAG;Brusio;3551;Brusio;GR;*;;;*;;806673.0;126816.0;811.1999999999971;8585883
83093;5;Brusio, La Presa Sot;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;806707.33;127561.02;950;8583093
83097;6;Brusio, Müreda;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;806711.32;127399.02;919;8583097
83597;5;Brusio, Ginetto Paese;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;806713.32;127178.02;878;8583597
83094;3;Brusio, Piazzo Fermata;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;806717.31;126827.02;812;8583094
83098;4;Brusio, Cotongi;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;806739.33;127898.01;1026;8583098
83713;8;Brusio, I Prai;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;806860.31;127014.02;848;8583713
83096;8;Brusio, Büi;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;806872.31;126746.02;804;8583096
82449;0;Livigno, Centro Bus Station;;;801;PAG;;;;;*;*;;;;806910.86;157554.12;1818;8582449
85301;0;38 Extern Silvestri Livigno;;;801;PAG;;;;;*;;;*;;806965.0;157582.0;0;8585301
80023;5;Brusio, Ginetto Deviazione;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;806965.32;127249.01;890;8580023
3522;0;Guarda, Pitschen;;;801;PAG;Guarda;3762;Scuol;GR;*;*;;;;806975.11;184140.01;1651;8503522
18622;1;Motta (IT);;;1064;FNM;;;;;*;*;;;;807011.09;116412.18;532;8518622
74920;0;Brusio, Posta;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;807086.31;126619.02;782;8574920
9265;0;Guarda;;GUA;72;RhB;Guarda;3762;Scuol;GR;*;*;;;;807093.78;183617.36;1432;8509265
74540;6;Guarda, staziun;;;801;PAG;Guarda;3762;Scuol;GR;*;*;;;;807106.11;183629.02;1434;8574540
86622;8;Tankstelle Garage Guarda;;;801;PAG;Guarda;3762;Scuol;GR;*;;;*;;807107.0;183629.0;1432.1000000000058;8586622
9366;6;Brusio;;BRIO;72;RhB;Brusio;3551;Brusio;GR;*;*;;;;807113.8;126644.35;779.6000000000058;8509366
83203;0;Brusio, Scuole;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;807117.3;126485.02;755;8583203
79984;1;Brusio, Municipio;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;807207.3;126510.02;761;8579984
74541;4;Guarda, cumün;;;801;PAG;Guarda;3762;Scuol;GR;*;*;;;;807227.1;184071.02;1651;8574541
79988;2;Brusio, Pergola;;;801;PAG;Brusio;3551;Brusio;GR;*;*;;;;807278.29;125944.02;704;8579988
18619;7;Villa di Tirano, Poletta;;;1064;FNM;;;;;*;*;;;;807331.04;119062.16;414;8518619
86830;7;38 Garage Guarda;;;801;PAG;Guarda;3762;Scuol;GR;*;;;*;;807382.0;184164.0;1664.1000000000058;8586830
18625;4;Aprica, Liscedo;;;1064;FNM;;;;;*;*;;;;807401.15;114582.19;1100;8518625
84814;3;Campascio, Asilo;;;801;PAG;Campascio;3551;Brusio;GR;*;;;*;;807487.0;125256.0;640;8584814
83888;8;Livigno, Acquagranda;;;801;PAG;;;;;*;*;;;;807523.88;159474.15;1806;8583888
79985;8;Campascio, Strada;;;801;PAG;Campascio;3551;Brusio;GR;*;*;;;;807617.27;125035.03;631;8579985
9367;4;Campascio;;CAIO;72;RhB;Campascio;3551;Brusio;GR;*;*;;;;807665.14;125034.86;636.6999999999971;8509367
18618;9;Villa di Tirano, Stazione FS;;;1064;FNM;;;;;*;*;;;;807771.05;119622.14;406;8518618
79983;3;Campascio, Zalende;;;801;PAG;Campascio;3551;Brusio;GR;*;*;;;;807794.27;124731.03;610;8579983
18623;9;Cantoniera;;;1064;FNM;;;;;*;*;;;;807981.08;116762.16;930;8518623
81990;4;Campocologno, Li Geri;;;801;PAG;Campocologno;3551;Brusio;GR;*;*;;;;808047.25;124255.03;570;8581990
79998;1;Campocologno, Scuola;;;801;PAG;Campocologno;3551;Brusio;GR;*;*;;;;808048.25;124170.03;837;8579998
18620;5;Stazzona;;;1064;FNM;;;;;*;*;;;;808051.03;118552.14;422;8518620
74921;8;Viano, Posta;;;801;PAG;Viano;3551;Brusio;GR;*;*;;;;808137.29;126017.01;1282;8574921
74638;8;Ova Spin;;;801;PAG;Zernez;3746;Zernez;GR;*;*;;;;808208.01;173337.01;1886;8574638
83806;0;Guarda, Bos-cha;;;801;PAG;Guarda;3762;Scuol;GR;*;*;;;;808459.07;184284.02;1662;8583806
9368;2;Campocologno;;CAMP;72;RhB;Campocologno;3551;Brusio;GR;*;*;*;;;808508.29;123790.3;552.6000000000058;8509368
79986;6;Campocologno, Stazione;;;801;PAG;Campocologno;3551;Brusio;GR;*;*;;;;808523.23;123855.03;548;8579986
74639;6;Champlönch P1;;;801;PAG;Zernez;3746;Zernez;GR;*;*;;;;808674.01;173473.01;1832;8574639
19759;0;Campocologno Confine;;;72;RhB;Campocologno;3551;Brusio;GR;*;;;*;;808732.21;123448.04;533;8519759
18626;2;Aprica, posta;;;1064;FNM;;;;;*;*;;;;808931.13;114742.17;1186;8518626
74640;4;Vallun Chafuol P3;;;801;PAG;Zernez;3746;Zernez;GR;*;*;;;;809045.99;171586.04;1767;8574640
18627;0;Aprica, centro;;;1064;FNM;;;;;*;*;;;;809671.12;115002.15;1172;8518627
18617;1;Tirano, Stazione bus;;;1064;FNM;;;;;*;*;;;;810301.07;121782.1;441;8518617
78641;8;Tirano, Stazione;;;865;RhB Auto;;;;;*;*;;;;810429.07;121925.1;429;8578641
9369;0;Tirano;;TIR;72;RhB;;;;;*;*;*;;;810481.46;121849.88;429;8509369
9861;6;Punt la Drossa P4;;;801;PAG;Zernez;3746;Zernez;GR;*;*;;;;810565.98;170681.05;1709;8509861
82451;6;Punt dal Gall, dogana Italiana;;;801;PAG;;;;;*;*;;;;810669.92;167352.1;1811;8582451
9266;8;Ardez;;ADZ;72;RhB;Ardez;3762;Scuol;GR;*;*;*;;;810942.2;183976.38;1432.199999999997;8509266
84712;9;Ardez, Bahnhof;;;801;PAG;Ardez;3762;Scuol;GR;*;*;;;;810956.04;183969.0;1433;8584712
18628;8;Aprica, S. Pietro;;;1064;FNM;;;;;*;*;;;;811001.1;115482.13;1153;8518628
85337;4;Ardez, scoula;;;801;PAG;Ardez;3762;Scuol;GR;*;;;*;;811137.0;184248.01;1478;8585337
81817;9;Ardez, Bröl;;;801;PAG;Ardez;3762;Scuol;GR;*;*;;;;811146.05;184169.99;1464;8581817
9778;2;Il Fuorn P6;;;801;PAG;Zernez;3746;Zernez;GR;*;*;;;;812077.96;171837.99;1795;8509778
74641;2;Stabelchod P8;;;801;PAG;Zernez;3746;Zernez;GR;*;*;;;;813566.95;171540.99;1887;8574641
19611;3;Tasna;;TASN;72;RhB;Ftan;3762;Scuol;GR;*;;;*;;813653.01;185378.98;1366;8519611
86180;7;Ftan, Institut;;;801;PAG;Ftan;3762;Scuol;GR;*;;;*;;813832.0;186212.0;1714;8586180
30607;6;Ftan Fionas;;;223;PSSA;Ftan;3762;Scuol;GR;*;*;;;;814276.01;186469.97;1678;8530607
9776;6;Ftan, cumün;;FTBA;801;PAG;Ftan;3762;Scuol;GR;*;*;;;;814376.01;186251.97;1633;8509776
30608;4;Prui;;;223;PSSA;Ftan;3762;Scuol;GR;*;*;;;;814652.01;187665.98;2068;8530608
31184;5;Mot da Ri;;;223;PSSA;Scuol;3762;Scuol;GR;*;*;;;;814722.03;189992.99;2579;8531184
336;8;Prui (Talstation Clünas);;;223;PSSA;Ftan;3762;Scuol;GR;*;*;;;;814753.01;187654.97;2058;8500336
337;6;Clünas (Bergstation Ftan);;;223;PSSA;Ftan;3762;Scuol;GR;*;*;;;;814796.02;189206.99;2500;8500337
31185;2;Clünas;;;223;PSSA;Ftan;3762;Scuol;GR;*;*;;;;814871.02;189241.99;2484;8531185
31186;0;Schlivera;;;223;PSSA;Ftan;3762;Scuol;GR;*;*;;;;815185.02;189204.98;2414;8531186
18629;6;Corte, Via Nazionale;;;1064;FNM;;;;;*;*;;;;815201.2;116642.1;1130;8518629
9267;6;Ftan Baraigla;;FTAN;72;RhB;Ftan;3762;Scuol;GR;*;*;;;;815231.98;185698.6;1334.6000000000058;8509267
9891;3;Tarasp, Fontana;;;801;PAG;Tarasp;3762;Scuol;GR;*;*;;;;815453.99;184567.0;1403;8509891
74783;2;Tarasp, Florins;;;801;PAG;Tarasp;3762;Scuol;GR;*;*;;;;815456.0;184972.99;1388;8574783
18630;4;Campagnola, Via Nazionale;;;1064;FNM;;;;;*;*;;;;815678.21;116622.09;1050;8518630
80150;6;Ftan, Baraigla;;;801;PAG;Ftan;3762;Scuol;GR;*;*;;;;815812.0;186065.96;1402;8580150
31241;3;Jonvrai (Mot da Ri);;;223;PSSA;Scuol;3762;Scuol;GR;*;;;*;;815918.02;189796.97;2180;8531241
31242;1;Jonvrai (Clünas);;;223;PSSA;Scuol;3762;Scuol;GR;*;;;*;;815957.02;189639.97;2182;8531242
31182;9;Jonvrai;;;223;PSSA;Scuol;3762;Scuol;GR;*;*;;;;815959.02;189790.97;2176;8531182
18631;2;Corteno Golgi, Via Nazionale;;;1064;FNM;;;;;*;*;;;;816001.22;116592.09;925;8518631
9711;3;Tarasp, Sgné;;;801;PAG;Tarasp;3762;Scuol;GR;*;*;;;;816183.99;185108.99;1398;8509711
9281;7;Motta Naluns;;;223;PSSA;Scuol;3762;Scuol;GR;*;*;;;;816248.0;188317.96;2144;8509281
30900;5;Motta Naluns (Schlivera);;;223;PSSA;Scuol;3762;Scuol;GR;*;;;*;;816326.0;188321.96;2141;8530900
80151;4;Scuol, Putschigls;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;816386.99;186224.96;1353;8580151
9759;2;Buffalora P10;;;801;PAG;Tschierv;3847;Val Müstair;GR;*;*;;;;816462.94;170244.01;1970;8509759
31183;7;Salaniva;;;223;PSSA;Scuol;3762;Scuol;GR;*;*;;;;816528.03;191504.96;2701;8531183
74782;4;Scuol, Nairs;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;816610.99;186005.96;1204;8574782
9716;2;Tarasp, Villa Maria;;;801;PAG;Vulpera;3762;Scuol;GR;*;*;;;;816768.98;185494.98;1332;8509716
85584;1;38 Garage Scuol;;;801;PAG;Scuol;3762;Scuol;GR;*;;;*;;817109.0;186247.0;1279.6000000000058;8585584
86618;6;Tankstelle Garage Scuol;;;801;PAG;Scuol;3762;Scuol;GR;*;;;*;;817109.0;186247.0;1279.6000000000058;8586618
83422;6;Vulpera, Feriencenter;;;801;PAG;Vulpera;3762;Scuol;GR;*;*;;;;817224.97;185682.97;1278;8583422
9962;2;Tarasp, Vulpera;;;801;PAG;Vulpera;3762;Scuol;GR;*;*;;;;817225.97;185675.97;1273;8509962
9268;4;Scuol-Tarasp;;SCTA;72;RhB;Scuol;3762;Scuol;GR;*;*;*;;;817361.43;186456.32;1286.6000000000058;8509268
85884;5;38 Extern Bus-Taxi Scuol staz;;;801;PAG;Scuol;3762;Scuol;GR;*;;;*;;817405.0;186449.0;1286.800000000003;8585884
74861;6;Scuol-Tarasp, staziun;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;817457.98;186497.95;1277;8574861
9280;9;Scuol (pendicularas);;;223;PSSA;Scuol;3762;Scuol;GR;*;*;;;;817579.98;186634.95;1287;8509280
82933;3;Scuol, Trü;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;817858.98;186779.95;1246;8582933
82923;4;Scuol, Tulai;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;817892.96;186430.95;1230;8582923
9989;5;Scuol, Stradun/Buorcha;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;817909.97;186576.95;1234;8509989
83688;2;Scuol, posta;;SCPX;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818041.97;186675.94;1235;8583688
82924;2;Scuol, Chantröven;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818122.96;186580.94;1200;8582924
82930;9;Scuol, Pratuor;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818215.98;187079.94;1282;8582930
82929;1;Scuol, Belvédère;;SCBX;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818296.97;186871.94;1242;8582929
82925;9;Scuol, Bügl Grond;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818298.96;186689.94;1200;8582925
9706;3;Scuol, Plan da Funtanas;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818375.95;183600.0;1497;8509706
82931;7;Scuol, Chasa Puntota;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818397.98;187093.95;1275;8582931
82926;7;Scuol, Plaz;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818415.96;186630.94;1198;8582926
74784;0;Scuol, Gurlaina;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818421.94;186108.94;1239;8574784
82205;6;Scuol, via dals Bogns;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818470.97;186802.95;1216;8582205
9855;8;Süsom Givè (Passhöhe);;;801;PAG;Tschierv;3847;Val Müstair;GR;*;*;;;;818498.94;169330.0;2149;8509855
9747;7;Scuol, Bogn Engiadina;;SCUX;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818526.98;187008.95;1242;8509747
82927;5;Scuol, Porta;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818670.97;186634.95;1193;8582927
79689;6;Scuol, Clozza;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818728.99;187034.96;1238;8579689
82932;5;Scuol, Ospidal/Spital;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818751.0;187224.96;1269;8582932
9708;9;Scuol, San Jon;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818755.95;185459.97;1454;8509708
82838;4;Scuol, Pütvia;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818769.99;187033.96;1234;8582838
18632;0;Lombro, bivio;;;1064;FNM;;;;;*;*;;;;818778.29;117005.07;911;8518632
82928;3;Scuol, Manaröl;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818925.98;186754.96;1204;8582928
79818;1;Scuol, Runà;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;818973.0;187054.97;1212;8579818
79819;9;Scuol, Serras;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;819048.99;186904.97;1195;8579819
9701;4;Scuol, Val Mingèr;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;819092.96;179488.98;1652;8509701
74642;0;Tschierv, spv. Minschuns;;;801;PAG;Tschierv;3847;Val Müstair;GR;*;*;;;;819672.95;168936.98;1972;8574642
74787;3;Scuol, Chauennas;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;819896.06;188180.0;1333;8574787
82805;3;Scuol, Ravitschana;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;819925.95;178613.97;1715;8582805
18633;8;Cortenedolo, Via Nazionale;;;1064;FNM;;;;;*;*;;;;819978.32;117205.06;879;8518633
31295;9;Greitspitz;;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;820317.0;206185.03;2859;8531295
18634;6;Cortenedolo, bivio Vico;;;1064;FNM;;;;;*;*;;;;820498.34;117400.06;859;8518634
31297;5;Idjoch;;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;820553.03;206750.01;2745;8531297
31289;2;Flimsattel;;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;820738.07;207289.96;2742;8531289
81212;3;Scuol, Schmelzra;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;820743.95;178126.96;1765;8581212
86203;7;Tschierv, Talstation Minschuns;;;801;PAG;Tschierv;3847;Val Müstair;GR;*;*;;;;820892.95;169174.98;2128;8586203
9953;1;Val Sinestra;;;801;PAG;Sent;3762;Scuol;GR;*;*;;;;820947.02;192974.9;1528;8509953
74785;7;Sent, Sala;;;801;PAG;Sent;3762;Scuol;GR;*;*;;;;820947.01;189140.96;1437;8574785
74852;5;Tschierv, Süsom Tschierv;;;801;PAG;Tschierv;3847;Val Müstair;GR;*;*;;;;821053.95;168305.97;1749;8574852
9877;2;Sent, posta;;;801;PAG;Sent;3762;Scuol;GR;*;*;;;;821110.01;189198.96;1436;8509877
83807;8;Sent, Plaz;;SENB;801;PAG;Sent;3762;Scuol;GR;*;*;;;;821185.01;189172.96;1431;8583807
86371;2;Sent, pista dal sömmi;;;801;PAG;Sent;3762;Scuol;GR;*;*;;;;821235.0;189426.95;1550;8586371
9710;5;S-charl;;;801;PAG;Scuol;3762;Scuol;GR;*;*;;;;821383.95;177885.96;1809;8509710
31294;2;Planer Salaas;;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;821647.04;206170.96;2453;8531294
31296;7;Planer Salaas (Idjoch);;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;;;*;;821657.05;206198.96;2455;8531296
74644;6;Tschierv, Biosfera;;;801;PAG;Tschierv;3847;Val Müstair;GR;*;*;;;;821774.95;168047.98;1679;8574644
9703;0;Sent, Chavriz Pitschen;;;801;PAG;Sent;3762;Scuol;GR;*;*;;;;821858.02;191555.94;1547;8509703
31287;6;Blais Gronda;;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;821868.08;206895.92;2598;8531287
81816;1;Sent, Tuffera;;;801;PAG;Sent;3762;Scuol;GR;*;*;;;;821892.99;189249.95;1361;8581816
9898;8;Tschierv, plaz;;;801;PAG;Tschierv;3847;Val Müstair;GR;*;*;;;;822198.95;167813.98;1662;8509898
83623;9;Samnaun-Dorf, Musella;;;801;PAG;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;822242.06;203258.82;1838;8583623
83624;7;Samnaun-Dorf, Pra Grond;;;801;PAG;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;822357.06;203159.82;1846;8583624
83626;2;Samnaun-Dorf, Votlas;;;801;PAG;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;822504.06;203228.81;1840;8583626
9873;1;Samnaun-Dorf, Post;;;801;PAG;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;822519.06;203469.82;1819;8509873
83625;4;Samnaun-Dorf, Riva;;;801;PAG;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;822551.06;203558.82;1818;8583625
74853;3;Tschierv, Orasom;;;801;PAG;Tschierv;3847;Val Müstair;GR;*;*;;;;822612.94;167616.98;1645;8574853
30610;0;Alptrider Sattel;;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;822813.08;206280.9;2490;8530610
31299;1;Alptrider Sattel (Alp Trida);;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;;;*;;822830.08;206334.89;2492;8531299
31285;0;Alptrider Sattel (Bergst. I);;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;;;*;;822850.08;206292.89;2493;8531285
9704;8;Crusch;;;801;PAG;Crusch;3762;Scuol;GR;*;*;;;;822885.97;189603.92;1239;8509704
9713;9;Sent, Tschern;;;801;PAG;Sent;3762;Scuol;GR;*;*;;;;822911.97;190647.91;1505;8509713
83631;2;Samnaun-Ravaisch, Sportanlagen;;;801;PAG;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;823034.07;203940.81;1787;8583631
85489;3;38 PU Jenal Samnaun RöV;;;801;PAG;Samnaun Dorf;3752;Samnaun;GR;*;;;*;;823091.0;204055.0;1775.800000000003;8585489
86507;1;Tankstelle PU Jenal Samnaun;;;801;PAG;Samnaun Dorf;3752;Samnaun;GR;*;;;*;;823091.0;204055.0;1775.800000000003;8586507
86837;2;38 PU Zegg Samnaun-Bus;;;801;PAG;Samnaun Dorf;3752;Samnaun;GR;*;;;*;;823091.0;204055.0;1775.800000000003;8586837
86834;9;38 PU Zegg Samnaun RöV;;;801;PAG;Samnaun Dorf;3752;Samnaun;GR;*;;;*;;823091.0;204055.0;1775.800000000003;8586834
85490;1;38 PU Jenal Samnaun-Bus;;;801;PAG;Samnaun Dorf;3752;Samnaun;GR;*;;;*;;823091.0;204055.0;1775.800000000003;8585490
31290;0;Alp Trida (Visnitz);;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;;;*;;823128.08;207211.87;2283;8531290
31291;8;Visnitz;;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;823134.09;208326.82;2623;8531291
9600;8;Sent, Sur En;;;801;PAG;Sent;3762;Scuol;GR;*;*;;;;823160.96;189171.93;1129;8509600
9973;9;Vnà, Jalmèr;;;801;PAG;Vnà;3764;Valsot;GR;*;*;;;;823194.96;192103.87;1616;8509973
83629;6;Samnaun-Ravaisch, Abzweigung;;;801;PAG;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;823236.07;204164.82;1779;8583629
31298;3;Alp Trida;;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;823273.08;207222.86;2272;8531298
9719;6;Samnaun-Ravaisch, Dorf;;;801;PAG;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;823280.08;204310.83;1793;8509719
74789;9;Sent, Sur En Camping;;;801;PAG;Sent;3762;Scuol;GR;*;*;;;;823331.96;189431.92;1112;8574789
31286;8;Alp Trida (Tals. Blais Gronda);;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;;;*;;823351.08;207118.86;2265;8531286
31288;4;Alp Trida (Flimsattel);;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;;;*;;823367.08;207150.86;2261;8531288
83630;4;Samnaun-Ravaisch, Bergbahnen;;;801;PAG;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;823457.08;204185.82;1779;8583630
30609;2;Samnaun-Ravaisch (Bergbahn);;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;823497.08;204199.82;1775;8530609
31284;3;Samnaun-Ravaisch (Talst. I);;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;;;*;;823497.08;204208.82;1775;8531284
31301;5;Muller;;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;823554.08;207858.83;2499;8531301
83704;7;Samnaun-Plan, West;;;801;PAG;Samnaun-Compatsch;3752;Samnaun;GR;*;*;;;;823861.09;204674.84;1746;8583704
31293;4;Grivalea;;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;824015.11;209215.76;2651;8531293
9718;8;Samnaun-Plan, Dorf;;;801;PAG;Samnaun-Compatsch;3752;Samnaun;GR;*;*;;;;824100.1;204756.84;1734;8509718
31292;6;Alp Bella (Grivalea);;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;;;*;;824252.07;207750.82;2314;8531292
31300;7;Alp Bella;;;3161;LS;Samnaun Dorf;3752;Samnaun;GR;*;*;;;;824307.07;207708.83;2301;8531300
86842;2;38 PU Bus Val Müstair;;;801;PAG;Lü;3847;Val Müstair;GR;*;;;*;;824354.0;167755.0;1926.5;8586842
74657;8;Lü, cumün;;;801;PAG;Lü;3847;Val Müstair;GR;*;*;;;;824365.93;167752.99;1929;8574657
86168;2;Ramosch, scoula;;;801;PAG;Ramosch;3764;Valsot;GR;*;*;;;;824405.91;191212.86;1245;8586168
83585;0;Bormio, Bagni Vecchi;;;801;PAG;;;;;*;*;;;;824423.75;153089.92;1440;8583585
85877;9;38 Garage Ramosch, Laurent;;;801;PAG;Ramosch;3764;Valsot;GR;*;;;*;;824464.0;190966.0;1181.800000000003;8585877
74646;1;Fuldera, d'Aint;;;801;PAG;Fuldera;3847;Val Müstair;GR;*;*;;;;824497.93;166354.99;1636;8574646
74516;6;Ramosch, Fermada;;;801;PAG;Ramosch;3764;Valsot;GR;*;*;;;;824519.91;190942.86;1176;8574516
9863;2;Ramosch, Plaz;;;801;PAG;Ramosch;3764;Valsot;GR;*;*;;;;824522.91;191252.86;1233;8509863
9777;4;Fuldera, cumün;;;801;PAG;Fuldera;3847;Val Müstair;GR;*;*;;;;824726.93;166087.99;1633;8509777
