Dst-Nr.;KZ;Dst-Bezeichnung-offiziell;Dst-Bezeichnung lang;Dst-Abk;GO-Nr;GO-Abk;Ort;Gde-Nr;Gde-Name;Kanton;Betriebspunkt;Haltestelle;Bedienpunkt;Reiner Betriebspunkt;Tarifhaltestelle;KOORDE;KOORDN;KOORDZ;BPUIC
93133;7;Vandoeuvres, Les Bougeries;;;881;TPG;Vandoeuvres;6642;Vandoeuvres;GE;*;*;;;;505582.6;119331.82;433;8593133
93135;2;Vandoeuvres, Mazettes;;;881;TPG;Vandoeuvres;6642;Vandoeuvres;GE;*;*;;;;505584.61;118832.82;428;8593135
93122;0;Thônex, Sillons;;;881;TPG;Thônex;6640;Thônex;GE;*;*;;;;505585.61;117307.8;426;8593122
92760;8;Corsier GE, Corsier-Port;;;881;TPG;Corsier GE;6619;Corsier (GE);GE;*;*;;;;505612.61;124383.76;392;8592760
95843;9;Annemasse, Pont Noir;;;776;TAC;;;;;*;*;;;;505613.61;116414.8;426;8595843
1017;3;Crans;;CRA;11;SBB CFF FFS;Crans-près-Céligny;5713;Crans-près-Céligny;VD;*;;;*;;505631.08;134891.75;394.1999999999971;8501017
95764;7;Gaillard, Collège J. Prévert;;;776;TAC;;;;;*;*;;;;505632.6;115544.79;398;8595764
1069;4;L'Asse;;ASSE;66;NStCM;Nyon;5724;Nyon;VD;*;*;;;;505650.63;139678.78;474;8501069
95366;1;Ambilly, Millet;;;776;TAC;;;;;*;*;;;;505653.61;116281.8;421;8595366
95800;9;Ambilly, Jean Moulin;;;776;TAC;;;;;*;*;;;;505692.61;116593.8;423;8595800
93109;7;Thônex, Pont-Bochet;;;881;TPG;Thônex;6640;Thônex;GE;*;*;;;;505699.61;118328.81;428;8593109
95202;8;Nyon, Terre-Bonne sud;;;738;TPN;Eysins;5716;Eysins;VD;*;*;;;;505731.62;137532.37;427;8595202
1063;7;Arzier;;ARZ;66;NStCM;Arzier-Le Muids;5702;Arzier-Le Muids;VD;*;*;;;;505741.8;145994.5;839;8501063
87071;7;Vésenaz, Pallanterie;;;881;TPG;Vésenaz;6616;Collonge-Bellerive;GE;*;*;;;;505746.57;122569.77;434;8587071
87433;9;Vésenaz, Saint-Maurice;;;881;TPG;Vésenaz;6616;Collonge-Bellerive;GE;*;*;;;;505771.59;123172.77;432;8587433
87925;4;Meinier, Le Carre-d'Amont;;;881;TPG;Meinier;6629;Meinier;GE;*;*;;;;505778.58;121252.77;448;8587925
94847;1;Nyon, Terre-Bonne;;;741;BNP;Eysins;5716;Eysins;VD;*;*;;;;505783.62;137641.37;428;8594847
92765;7;Corsier GE, Prés-Palais;;;881;TPG;Corsier GE;6619;Corsier (GE);GE;*;*;;;;505784.6;124647.76;405;8592765
93114;7;Thônex, Jumelles;;;881;TPG;Thônex;6640;Thônex;GE;*;*;;;;505817.61;118092.81;428;8593114
92718;6;Choulex, Petit-Miolan;;;881;TPG;Choulex;6614;Choulex;GE;*;*;;;;505821.6;119502.82;430;8592718
95465;1;Le Brassus, Les Horlogers;;;731;AVJ;Le Brassus;5872;Le Chenit;VD;*;*;;;;505828.48;159600.33;1033;8595465
88661;4;Crans-près-Céligny, port;;;738;TPN;Crans-près-Céligny;5713;Crans-près-Céligny;VD;*;*;;;;505850.62;134874.37;380;8588661
93895;1;Nyon, route du Boiron;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;505858.62;137264.37;418;8593895
93121;2;Thônex, Plein-Sud;;;881;TPG;Thônex;6640;Thônex;GE;*;*;;;;505861.61;117505.81;428;8593121
95905;6;Eysins, Terre-Bonne nord;;;738;TPN;Eysins;5716;Eysins;VD;*;*;;;;505862.62;137838.37;433;8595905
70023;7;Le Brassus, place de la Lande;;;801;PAG;Le Brassus;5872;Le Chenit;VD;*;*;;;;505923.48;159671.33;1035;8570023
95804;1;Ambilly, La Paix;;;776;TAC;;;;;*;*;;;;505923.61;116883.81;425;8595804
1066;0;Genolier;;GEN;66;NStCM;Genolier;5718;Genolier;VD;*;*;;;;505927.24;143502.31;560.1000000000058;8501066
93877;9;Nyon, Champ-Colin;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;505928.62;137487.37;426;8593877
95365;3;Ambilly, Acacias;;;776;TAC;;;;;*;*;;;;505969.6;116322.8;423;8595365
92764;0;Anières, Nant-d'Aisy;;;881;TPG;Anières;6602;Anières;GE;*;*;;;;505985.59;125103.76;404;8592764
92735;0;Vésenaz, La Dame;;;881;TPG;Vésenaz;6616;Collonge-Bellerive;GE;*;*;;;;505990.58;122874.77;434;8592735
95674;8;Meinier, Rouelbeau;;;881;TPG;Meinier;6629;Meinier;GE;*;*;;;;506000.57;122400.77;432;8595674
1065;2;Le Muids;;MUI;66;NStCM;Arzier-Le Muids;5702;Arzier-Le Muids;VD;*;*;;;;506024.63;145507.57;712.1999999999971;8501065
95229;1;Thônex, Champ-Dollon (chalet);;;881;TPG;Choulex;6614;Choulex;GE;*;*;;;;506030.61;118726.82;427;8595229
1053;8;La Vuarpillière;;VUAP;66;NStCM;Nyon;5724;Nyon;VD;*;*;;;;506068.53;139349.84;463.5;8501053
70024;5;Le Brassus, gare;;;801;PAG;Le Brassus;5872;Le Chenit;VD;*;*;;;;506103.48;160086.33;1020;8570024
93882;9;Nyon, chemin des Tines;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;506107.63;137332.36;417;8593882
92626;1;Anières, Marguerite;;;881;TPG;Anières;6602;Anières;GE;*;*;;;;506109.59;125332.76;390;8592626
1058;7;La Joy-Clinique;;JOCL;66;NStCM;Genolier;5718;Genolier;VD;*;*;;;;506113.03;144622.32;660.8999999999942;8501058
95462;8;Le Brassus,ancienne imprimerie;;;731;AVJ;Le Brassus;5872;Le Chenit;VD;*;*;;;;506125.48;159894.33;1021;8595462
95799;3;Ambilly, Jean Jaurès;;;776;TAC;;;;;*;*;;;;506130.61;117043.81;427;8595799
95838;9;Annemasse,Pierre Mendès-France;Annemasse, Pierre Mendès-France;;776;TAC;;;;;*;*;;;;506146.59;115822.81;408;8595838
93119;6;Thônex, Mon-Idée;;;881;TPG;Puplinge;6636;Puplinge;GE;*;*;;;;506150.61;117663.81;428;8593119
1159;3;Le Brassus;;BRA;69;TRAVYS-pbr;Le Brassus;5872;Le Chenit;VD;*;*;*;;;506165.42;160125.41;1021.1999999999971;8501159
1231;0;Anières (lac);;;184;CGN;Anières;6602;Anières;GE;*;*;;;;506175.59;125957.73;373;8501231
95780;3;Annemasse, Etrembières Mairie;;;776;TAC;;;;;*;*;;;;506177.57;114607.78;406;8595780
87043;6;Choulex, village;;;881;TPG;Choulex;6614;Choulex;GE;*;*;;;;506203.59;119783.83;432;8587043
95225;9;Choulex, Champ-Dollon;;;881;TPG;Choulex;6614;Choulex;GE;*;*;;;;506220.6;119004.82;428;8595225
93871;2;Crans-près-Céligny, Les Landes;;;738;TPN;Crans-près-Céligny;5713;Crans-près-Céligny;VD;*;*;;;;506244.62;135416.38;382;8593871
93876;1;Nyon, ch. Valmont;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;506249.63;137408.36;419;8593876
93888;6;Nyon, Les Jouvencelles;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;506256.62;137882.36;425;8593888
95364;6;Ambilly, Croix;;;776;TAC;;;;;*;*;;;;506257.6;116421.81;426;8595364
82138;9;Bassins, Colonie;;;801;PAG;Bassins;5703;Bassins;VD;*;*;;;;506287.55;147517.33;864;8582138
92738;4;Vésenaz, Repentance;;;881;TPG;Vésenaz;6616;Collonge-Bellerive;GE;*;*;;;;506294.58;123370.76;435;8592738
95828;0;Ambilly, Martinière;;;776;TAC;;;;;*;*;;;;506294.6;117154.82;429;8595828
95673;0;Meinier, Essert;;;881;TPG;Meinier;6629;Meinier;GE;*;*;;;;506307.57;122206.77;438;8595673
87029;5;Anières, village;;;881;TPG;Anières;6602;Anières;GE;*;*;;;;506319.58;125781.75;418;8587029
87382;8;Choulex, Chevrier;;;881;TPG;Choulex;6614;Choulex;GE;*;*;;;;506329.59;119566.83;428;8587382
95596;3;Nyon, Fontaine;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;506335.62;138067.35;423;8595596
87053;5;Corsier GE, village;;;881;TPG;Corsier GE;6619;Corsier (GE);GE;*;*;;;;506337.58;124234.76;429;8587053
2070;1;Nyon, Impasse de Champ-Colin;;;767;ESE;Nyon;5724;Nyon;VD;*;*;;;;506348.63;137682.35;421;8502070
93901;7;Nyon, Tattes d'Oie;;;738;TPN;Nyon;5724;Nyon;VD;*;*;;;;506351.63;137720.35;421;8593901
95598;9;Nyon, Petite Prairie;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;506407.62;138456.35;431;8595598
95363;8;Ambilly, Parc La Fantasia;;;776;TAC;;;;;*;*;;;;506431.6;116452.82;425;8595363
79307;5;Nyon, La Suettaz;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;506455.63;137765.35;421;8579307
93893;6;Nyon, route de Divonne;;;738;TPN;Nyon;5724;Nyon;VD;*;*;;;;506492.63;137655.35;419;8593893
93086;7;Puplinge, Les Petoux;;;881;TPG;Puplinge;6636;Puplinge;GE;*;*;;;;506498.61;117942.82;430;8593086
95740;7;Ambilly, Ancien Hôpital;;;776;TAC;;;;;*;*;;;;506505.6;116904.82;430;8595740
93004;0;Meinier, Pralys;;;881;TPG;Meinier;6629;Meinier;GE;*;*;;;;506509.57;122079.78;435;8593004
95746;4;Ambilly, Bibliothèque;;;776;TAC;;;;;*;*;;;;506510.6;117185.82;430;8595746
1158;5;Chez-le-Maître;;CLM;69;TRAVYS-pbr;Le Sentier;5872;Le Chenit;VD;*;;;*;;506523.95;161441.72;1014.8000000000029;8501158
85864;7;12 EP Dany Transports_Taxi-AB;;;801;PAG;Bassins;5703;Bassins;VD;*;;;*;;506549.0;147398.0;842;8585864
1064;5;Bassins;;BASS;66;NStCM;Arzier-Le Muids;5702;Arzier-Le Muids;VD;*;*;;;;506563.97;146196.26;753.1999999999971;8501064
82136;3;Bassins, gare;;;801;PAG;Arzier-Le Muids;5702;Arzier-Le Muids;VD;*;*;;;;506591.54;146205.34;749;8582136
95824;9;Annemasse, Maison Blanche;;;776;TAC;;;;;*;*;;;;506593.57;115009.79;406;8595824
70010;4;Coinsins, Mimorey;;;801;PAG;Genolier;5718;Genolier;VD;*;*;;;;506599.59;141859.33;475;8570010
96018;7;Ambilly, Négociants;;;776;TAC;;;;;*;*;;;;506609.6;116887.82;430;8596018
81629;8;Nyon, collège;;;801;PAG;Nyon;5724;Nyon;VD;*;*;;;;506625.63;137499.35;410;8581629
92623;8;Anières, Courbes;;;881;TPG;Anières;6602;Anières;GE;*;*;;;;506628.57;126209.75;394;8592623
70002;1;Nyon, route de Signy;;;738;TPN;Nyon;5724;Nyon;VD;*;*;;;;506632.63;138173.35;421;8570002
93084;2;Puplinge, Frémis;;;881;TPG;Puplinge;6636;Puplinge;GE;*;*;;;;506632.6;118537.83;429;8593084
95010;5;Anières, mairie;;;881;TPG;Anières;6602;Anières;GE;*;*;;;;506652.56;125534.75;418;8595010
93896;9;Nyon, route du Stand;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;506652.63;137421.35;414;8593896
95745;6;Annemasse, Baron de Loë;;;776;TAC;;;;;*;*;;;;506675.59;116426.82;430;8595745
92762;4;Corsier GE, Le Soleil;;;881;TPG;Corsier GE;6619;Corsier (GE);GE;*;*;;;;506680.57;123848.76;434;8592762
79306;7;Nyon, hôpital;;;738;TPN;Nyon;5724;Nyon;VD;*;*;;;;506696.63;137553.35;415;8579306
95822;3;Annemasse, Lycée Professionnel;;;776;TAC;;;;;*;*;;;;506711.57;115596.8;416;8595822
95358;8;Annemasse, Parc Montessuit;;;776;TAC;;;;;*;*;;;;506742.59;116564.82;432;8595358
93889;4;Nyon, Les Mésanges;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;506742.63;138022.35;421;8593889
93085;9;Puplinge, Grésy;;;881;TPG;Puplinge;6636;Puplinge;GE;*;*;;;;506747.6;118148.83;430;8593085
96017;9;Ambilly, Fraternité;;;776;TAC;;;;;*;*;;;;506749.6;117129.83;430;8596017
95784;5;Ambilly, Foron;;;776;TAC;;;;;*;*;;;;506757.6;117297.83;432;8595784
95841;3;Annemasse, Pont d'Etrembières;;;776;TAC;;;;;*;*;;;;506762.56;115170.79;405;8595841
30783;5;Chez-le-Maître-Ecoles;;CLME;69;TRAVYS-pbr;Le Sentier;5872;Le Chenit;VD;*;*;;;;506776.58;161622.35;1014.8000000000029;8530783
92621;2;Anières, Chavannes;;;881;TPG;Anières;6602;Anières;GE;*;*;;;;506794.56;126471.74;391;8592621
92763;2;Corsier GE, Maisons-Neuves;;;881;TPG;Corsier GE;6619;Corsier (GE);GE;*;*;;;;506818.56;124075.76;431;8592763
93891;0;Nyon, Marens;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;506836.63;138045.35;420;8593891
95778;7;Annemasse, Emile Zola;;;776;TAC;;;;;*;*;;;;506846.59;116803.83;435;8595778
95008;9;Anières, Bassy;;;881;TPG;Anières;6602;Anières;GE;*;*;;;;506849.56;125958.75;422;8595008
88660;6;Nyon, Colovray;;;738;TPN;Nyon;5724;Nyon;VD;*;*;;;;506850.63;136149.37;391;8588660
70009;6;Duillier, croisée de Trélex;;;801;PAG;Duillier;5715;Duillier;VD;*;*;;;;506865.59;140956.35;454;8570009
95226;7;Choulex, Jurets;;;881;TPG;Choulex;6614;Choulex;GE;*;*;;;;506866.59;119268.83;430;8595226
82135;5;Bassins, Siaux;;;801;PAG;Bassins;5703;Bassins;VD;*;*;;;;506878.54;147464.33;825;8582135
87086;5;Puplinge, mairie;;;881;TPG;Puplinge;6636;Puplinge;GE;*;*;;;;506886.6;118435.83;436;8587086
87077;4;Meinier, La Tour;;;881;TPG;Meinier;6629;Meinier;GE;*;*;;;;506909.56;122305.78;442;8587077
95735;7;Annemasse, Adrien Ligué;;;776;TAC;;;;;*;*;;;;506914.58;116476.83;432;8595735
95763;9;Annemasse, Clos Fleury;;;776;TAC;;;;;*;*;;;;506922.58;116332.83;430;8595763
93885;2;Nyon, La Levratte;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;506940.62;138205.35;415;8593885
95854;6;Annemasse, Saint-André;;;776;TAC;;;;;*;*;;;;506948.57;116139.82;434;8595854
1059;5;Les Plantaz;;PLAN;66;NStCM;Nyon;5724;Nyon;VD;*;*;;;;506961.1;138473.24;422.1999999999971;8501059
93884;5;Nyon, chemin du Reposoir;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;506965.62;138542.35;424;8593884
95361;2;Annemasse, poste;;;776;TAC;;;;;*;*;;;;507005.58;116657.83;430;8595361
88659;8;Nyon, route de Genève;;;738;TPN;Nyon;5724;Nyon;VD;*;*;;;;507026.63;136287.37;393;8588659
95464;4;Le Brassus, Le Campe;;;731;AVJ;Le Brassus;5872;Le Chenit;VD;*;*;;;;507041.47;160676.34;1030;8595464
95597;1;Nyon, Martavaux;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;507044.63;137346.36;408;8595597
70001;3;Nyon, ch. Monastier;;;738;TPN;Nyon;5724;Nyon;VD;*;*;;;;507050.63;137824.36;421;8570001
95839;7;Annemasse, Place A. Moret;;;776;TAC;;;;;*;*;;;;507051.57;116358.82;437;8595839
92761;6;Anières, Foyer;;;881;TPG;Anières;6602;Anières;GE;*;*;;;;507057.55;125196.75;428;8592761
95848;8;Annemasse, Route de Mornex;;;776;TAC;;;;;*;*;;;;507059.55;114600.76;431;8595848
95771;2;Ville-la-Grand, Cornières;;;776;TAC;;;;;*;*;;;;507062.59;117441.84;433;8595771
93087;5;Puplinge, Marquis;;;881;TPG;Puplinge;6636;Puplinge;GE;*;*;;;;507072.59;118694.83;429;8593087
93001;6;Meinier, église;;;881;TPG;Meinier;6629;Meinier;GE;*;*;;;;507080.56;122390.78;436;8593001
81628;0;Nyon, gymnase;;;801;PAG;Nyon;5724;Nyon;VD;*;*;;;;507085.63;137583.36;407;8581628
93879;5;Nyon, chemin de Bourgogne;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;507098.62;138365.35;420;8593879
79305;9;Nyon, CESSOUEST;;;738;TPN;Nyon;5724;Nyon;VD;*;*;;;;507100.63;137599.36;406;8579305
93887;8;Nyon, Le Groseillier;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;507102.62;138728.35;427;8593887
93082;6;Puplinge, Aumônes;;;881;TPG;Puplinge;6636;Puplinge;GE;*;*;;;;507103.6;118375.84;430;8593082
93898;5;Nyon, rte de Saint-Cergue;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;507125.62;138623.35;425;8593898
95760;5;Annemasse, Château Bleu;;;776;TAC;;;;;*;*;;;;507137.56;116118.82;436;8595760
95884;3;Annemasse, Chablais-Parc;;;776;TAC;;;;;*;*;;;;507138.58;116928.83;435;8595884
95360;4;Annemasse, Deffaugt;;;776;TAC;;;;;*;*;;;;507166.58;116660.83;430;8595360
93873;8;Nyon, Bel Automne;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;507167.62;138613.35;425;8593873
92622;0;Anières, Sous-Chevrens;;;881;TPG;Anières;6602;Anières;GE;*;*;;;;507169.55;126849.74;395;8592622
95861;1;Annemasse, Valeury Lycée Prof.;Annemasse, Valeury Lycée Professionnel;;776;TAC;;;;;*;*;;;;507185.56;115638.8;436;8595861
95840;5;Annemasse, Place des Marchés;;;776;TAC;;;;;*;*;;;;507186.57;116316.82;438;8595840
93894;4;Nyon, route de l'Oulteret;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;507199.62;138369.35;421;8593894
92999;2;Meinier, Compois;;;881;TPG;Meinier;6629;Meinier;GE;*;*;;;;507205.56;121610.8;431;8592999
5334;8;Annemasse (FQ);;;11;SBB CFF FFS;;;;;*;;;;*;507218.59;117140.84;434;8505334
95359;6;Annemasse, gare;;;776;TAC;;;;;*;*;;;;507231.58;117079.84;430;8595359
95817;3;Annemasse, Libération;;;776;TAC;;;;;*;*;;;;507259.57;116397.82;439;8595817
95761;3;Annemasse, Château Rouge;;;776;TAC;;;;;*;*;;;;507301.56;115998.81;438;8595761
15645;5;Nyon (bif);;NYB;11;SBB CFF FFS;Nyon;5724;Nyon;VD;*;;;*;;507301.74;137512.98;403.8000000000029;8515645
1850;7;Bassins, Tillette;;;801;PAG;Bassins;5703;Bassins;VD;*;*;;;;507311.54;146470.34;746;8501850
95790;2;Annemasse, gare routière;;;776;TAC;;;;;*;*;;;;507311.58;117131.84;437;8595790
95807;4;Annemasse, Léman;;;776;TAC;;;;;*;*;;;;507314.55;115242.78;437;8595807
95009;7;Anières, Courson;;;881;TPG;Anières;6602;Anières;GE;*;*;;;;507315.54;126388.74;424;8595009
95742;3;Annemasse, Annexion;;;776;TAC;;;;;*;*;;;;507317.55;115677.79;438;8595742
95756;3;Annemasse, Chablais;;;776;TAC;;;;;*;*;;;;507330.58;116889.84;436;8595756
95227;5;Presinge, L'Avenir;;;881;TPG;Presinge;6635;Presinge;GE;*;*;;;;507333.59;119187.84;430;8595227
93881;1;Nyon, chemin des Plantaz;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;507333.62;138527.36;420;8593881
70015;3;Begnins, La Cézille;;;801;PAG;Bassins;5703;Bassins;VD;*;*;;;;507337.56;144608.35;559;8570015
93880;3;Nyon, chemin des Pensées;;;738;TPN;Nyon;5724;Nyon;VD;*;*;;;;507349.63;137127.37;401;8593880
93006;5;Meinier, route de Corsinge;;;881;TPG;Meinier;6629;Meinier;GE;*;*;;;;507356.55;122373.78;435;8593006
1289;8;Duillier, centre communal;;;801;PAG;Duillier;5715;Duillier;VD;*;*;;;;507361.59;140700.36;455;8501289
95834;8;Annemasse, Périllat Lycée;;;776;TAC;;;;;*;*;;;;507368.56;116199.81;438;8595834
95737;3;Ville-la-Grand, Albert Hénon;;;776;TAC;;;;;*;*;;;;507376.59;117699.84;434;8595737
82137;1;Bassins, Piscine;;;801;PAG;Bassins;5703;Bassins;VD;*;*;;;;507383.54;146893.34;768;8582137
88656;4;Nyon, plage;;;738;TPN;Nyon;5724;Nyon;VD;*;*;;;;507391.63;136833.37;382;8588656
79851;2;Bassins, La Fontaine;;;801;PAG;Bassins;5703;Bassins;VD;*;*;;;;507400.54;146949.34;770;8579851
92625;3;Anières, Gravière;;;881;TPG;Anières;6602;Anières;GE;*;*;;;;507401.55;127093.74;391;8592625
95743;1;Annemasse, Aristide Briand;;;776;TAC;;;;;*;*;;;;507417.56;116345.81;439;8595743
1733;5;Changins;;;801;PAG;Duillier;5715;Duillier;VD;*;*;;;;507425.61;139474.36;435;8501733
93886;0;Nyon, La Paix;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;507427.62;138541.36;413;8593886
95901;5;Annemasse, Levant;;;776;TAC;;;;;*;*;;;;507436.57;116799.83;438;8595901
92624;6;Anières, douane;;;881;TPG;Anières;6602;Anières;GE;*;*;;;;507438.54;124815.76;431;8592624
19325;0;Nyon [gare souterraine];;NGAS;66;NStCM;Nyon;5724;Nyon;VD;*;;;*;;507438.63;137729.37;395;8519325
5135;9;Annemasse, Baud;;;776;TAC;;;;;*;*;;;;507449.58;117050.84;437;8505135
93874;6;Nyon, centre ville;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;507452.63;137557.37;398;8593874
95851;2;Annemasse, Rte de Bonneville;;;776;TAC;;;;;*;*;;;;507470.55;114914.77;440;8595851
1030;6;Nyon;;NY;11;SBB CFF FFS;Nyon;5724;Nyon;VD;*;*;*;;;507482.59;137715.88;406.1000000000058;8501030
1296;3;Coinsins, Auberge;;;801;PAG;Coinsins;5710;Coinsins;VD;*;*;;;;507497.58;142147.34;475;8501296
79146;7;Le Sentier-Orient, gare;;;731;AVJ;Le Sentier;5872;Le Chenit;VD;*;*;;;;507506.46;162336.29;1024;8579146
1157;7;Sentier-Orient;;SEN;69;TRAVYS-pbr;Le Sentier;5872;Le Chenit;VD;*;*;*;;;507510.08;162325.86;1012.6000000000058;8501157
95469;3;Le Sentier, temple;;;731;AVJ;Le Sentier;5872;Le Chenit;VD;*;*;;;;507527.46;162616.28;1018;8595469
93083;4;Puplinge, Cornière;;;881;TPG;Puplinge;6636;Puplinge;GE;*;*;;;;507531.59;118141.85;437;8593083
95826;4;Annemasse, Maison des Sports;;;776;TAC;;;;;*;*;;;;507533.55;116272.81;438;8595826
95779;5;Annemasse, étoile;;;776;TAC;;;;;*;*;;;;507540.56;116593.82;441;8595779
81998;7;Coinsins, école;;;801;PAG;Coinsins;5710;Coinsins;VD;*;*;;;;507541.58;142241.34;477;8581998
70000;5;Nyon, gare;;;801;PAG;Nyon;5724;Nyon;VD;*;*;;;;507549.63;137761.37;406;8570000
95016;2;Chevrens, Sous-Chevrens;;;881;TPG;Anières;6602;Anières;GE;*;*;;;;507573.53;126578.74;395;8595016
95783;7;Annemasse, Florissant;;;776;TAC;;;;;*;*;;;;507590.56;116823.83;440;8595783
95835;5;Annemasse, Perrier;;;776;TAC;;;;;*;*;;;;507598.54;115595.79;440;8595835
93878;7;Nyon, Chantemerle;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;507600.62;138673.36;417;8593878
95850;4;Ville-la-Grand, Rotonde;;;776;TAC;;;;;*;*;;;;507601.58;117672.85;436;8595850
88658;0;Nyon, Conservatoire;;;738;TPN;Nyon;5724;Nyon;VD;*;*;;;;507611.63;137005.38;378;8588658
1187;4;Nyon Dépôt;;NYD;11;SBB CFF FFS;Nyon;5724;Nyon;VD;*;;;*;;507623.62;137944.37;408;8501187
95754;8;Annemasse, Cèdre;;;776;TAC;;;;;*;*;;;;507640.54;114761.76;440;8595754
70008;8;Nyon, La Redoute;;;801;PAG;Nyon;5724;Nyon;VD;*;*;;;;507662.62;138515.36;419;8570008
95820;7;Annemasse, Lycée des Glières;;;776;TAC;;;;;*;*;;;;507675.54;116144.8;441;8595820
95862;9;Annemasse, Verdun;;;776;TAC;;;;;*;*;;;;507679.54;115714.79;442;8595862
92958;8;Hermance, Villars;;;881;TPG;Hermance;6625;Hermance;GE;*;*;;;;507685.54;127511.73;395;8592958
93897;7;Nyon, rte de l'Etraz;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;507703.62;138181.37;403;8593897
95849;6;Annemasse, Romagny;;;776;TAC;;;;;*;*;;;;507703.56;116731.83;442;8595849
93892;8;Nyon, Petit Perdtemps;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;507706.63;137598.37;400;8593892
95859;5;Annemasse, Tournelles;;;776;TAC;;;;;*;*;;;;507718.56;116944.84;440;8595859
95467;7;Orient, Paul Golay;;;731;AVJ;Orient;5872;Le Chenit;VD;*;*;;;;507726.46;161391.34;1028;8595467
93005;7;Meinier, route de Compois;;;881;TPG;Meinier;6629;Meinier;GE;*;*;;;;507745.55;121374.81;433;8593005
1856;4;Le Vaud, place du Battoir;;;801;PAG;Le Vaud;5731;Le Vaud;VD;*;*;;;;507745.53;148072.34;809;8501856
95776;1;Annemasse, Dusonchet;;;776;TAC;;;;;*;*;;;;507759.54;115901.79;444;8595776
1239;3;Hermance (lac);;HERM;184;CGN;Hermance;6625;Hermance;GE;*;*;;;;507771.57;128507.7;373;8501239
93899;3;Nyon, rue St-Jean;;;738;TPN;Nyon;5724;Nyon;VD;*;*;;;;507807.63;137647.38;398;8593899
93883;7;Nyon, chemin du Vallon;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;507816.62;138020.37;391;8593883
70014;6;Begnins, scierie;;;801;PAG;Begnins;5704;Begnins;VD;*;*;;;;507825.56;144274.35;524;8570014
95821;5;Annemasse, Lycée J.Monnet;;;776;TAC;;;;;*;*;;;;507842.54;115274.77;447;8595821
95846;2;Ville-la-Grand, République;;;776;TAC;;;;;*;*;;;;507849.56;117332.85;439;8595846
95781;1;Annemasse, Europe;;;776;TAC;;;;;*;*;;;;507850.54;114977.77;441;8595781
95798;5;Annemasse, Jardin des Muses;;;776;TAC;;;;;*;*;;;;507859.55;116593.82;441;8595798
95860;3;Annemasse, Trois Noyers;;;776;TAC;;;;;*;*;;;;507872.54;114917.76;441;8595860
93080;0;Presinge, Bornes;;;881;TPG;Presinge;6635;Presinge;GE;*;*;;;;507875.58;117992.86;447;8593080
93890;2;Nyon, Mafroi;;;741;BNP;Nyon;5724;Nyon;VD;*;*;;;;507877.62;137812.37;399;8593890
92957;0;Hermance, Triaz;;;881;TPG;Hermance;6625;Hermance;GE;*;*;;;;507887.55;127895.73;390;8592957
95468;5;Le Sentier, La Golisse;;;731;AVJ;Le Sentier;5872;Le Chenit;VD;*;*;;;;507892.45;162983.3;1015;8595468
95808;2;Annemasse, Léo Ferré;;;776;TAC;;;;;*;*;;;;507903.54;115819.79;452;8595808
87054;3;Meinier, Corsinge-village;;;881;TPG;Meinier;6629;Meinier;GE;*;*;;;;507911.54;121680.8;446;8587054
95738;1;Ville-la-Grand, Allobroges;;;776;TAC;;;;;*;*;;;;507915.56;117190.84;440;8595738
88672;1;Prangins, Pont de la Redoute;;;738;TPN;Prangins;5725;Prangins;VD;*;*;;;;507916.62;138417.37;418;8588672
95773;8;Annemasse, Lattre de Tassigny;Annemasse, De Lattre de Tassigny;;776;TAC;;;;;*;*;;;;507929.54;115232.77;448;8595773
93003;2;Meinier, Murailles;;;881;TPG;Meinier;6629;Meinier;GE;*;*;;;;507957.54;121882.8;441;8593003
87067;5;Hermance, village;;;881;TPG;Hermance;6625;Hermance;GE;*;*;;;;507966.57;128433.71;381;8587067
95791;0;Annemasse, Général De Gaulle;;;776;TAC;;;;;*;*;;;;507973.54;115393.77;451;8595791
